image_folder,image,folder,voucher_prefix,imag_numbers,IMG_,Dorsal,Ventral,.JPG,image_path1,image_path2,status,family,subfamily,tribe,subtribe,genus,species,genus_species,subspecies,voucher,number_specimens,sex,country,ADM1,ADM2,site_specific,locality_general,elev_min,elev_max,elev_unit,lat_deg,lat_min,lat_sec,lat_ort,lon_deg,lon_min,lon_sec,lon_ort,Date,Day,month_,Year,collector,genitalia_dissection,collection,record_status,comments_public,comments_private,databaser,DNA_voucher,other_prep,Full Path Merged 1,Full Path Merged 2,,,,,,,Image_quality,Reason why,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"800,081",IMG_,80,81,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0080.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0081.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150039,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,19,Dec,1951,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0080.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0081.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"820,083",IMG_,82,83,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0082.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0083.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150040,1,female,USA,Florida,N/A,Archbold Biological Station,N/A,N/A,N/A,N/A,27,10,60,N,81,20,54,W,N/A,28,Apr,1975,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0082.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0083.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"840,085",IMG_,84,85,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0084.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0085.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150041,1,female,USA,Florida,N/A,Matheson Hammock,Coral Gables,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,27,May,1979,"Smith, D.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0084.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0085.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"860,087",IMG_,86,87,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0086.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0087.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150042,1,female,USA,Florida,N/A,"Florida City, Sec 11 twnship 58S Range 38 East",Dade Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,15,Oct,1990,"Slotten, J.",N/A,FLMNH,valid,ex larva on Aristolochia',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0086.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0087.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"890,090",IMG_,89,90,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0089.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0090.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150043,1,female,USA,Florida,N/A,Archbold Biological Station,N/A,N/A,N/A,N/A,27,10,60,N,81,20,54,W,N/A,28,Apr,1975,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0089.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0090.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"910,092",IMG_,91,92,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0091.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0092.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150044,1,female,USA,Florida,N/A,Alva,Lee Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,21,Sep,1991,"Slotten, J.",N/A,FLMNH,valid,ex larva on Aristolochia',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0091.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0092.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"930,094",IMG_,93,94,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0093.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0094.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150045,1,female,USA,Florida,N/A,Alva,Lee Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,18,Oct,1992,"Slotten, J.",N/A,FLMNH,valid,ex larva on Aristolochia',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0093.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0094.JPG,,,,,,,No,Upper left wing damage,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"950,096",IMG_,95,96,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0095.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0096.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150047,1,female,USA,Florida,N/A,Jacksonville,Duval Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,31,Jul,1974,"Zeiger, C. F.",N/A,FLMNH,valid,ex larva',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0095.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0096.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"970,098",IMG_,97,98,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0097.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0098.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150048,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,20,Dec,1951,"Grimshaw, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0097.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0098.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"990,100",IMG_,99,100,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0099.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0100.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150049,1,female,USA,Florida,N/A,Matheson Hammock,Coral Gables,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,27,May,1979,"Smith, D.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0099.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0100.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,010,102",IMG_,101,102,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0101.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0102.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150050,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,2,Jul,1949,"Grimeshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0101.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0102.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,030,104",IMG_,103,104,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0103.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0104.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150051,1,male,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,4,Sep,1943,"Hammer, W.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0103.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0104.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,050,106",IMG_,105,106,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0105.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0106.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150052,1,male,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,26,Jun,1949,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0105.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0106.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,070,108",IMG_,107,108,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0107.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0108.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150053,1,female,USA,Florida,N/A,Orange Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,31,Oct,1938,"Westfall, M. J.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0107.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0108.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,090,110",IMG_,109,110,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0109.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0110.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150054,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,7,Sep,1951,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0109.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0110.JPG,,,,,,,No,Upper right wing damage,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,110,112",IMG_,111,112,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0111.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0112.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150055,1,male,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,15,Apr,1948,"Hammer, W.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0111.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0112.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,130,114",IMG_,113,114,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0113.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0114.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150056,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,25,Jun,1949,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0113.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0114.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,150,116",IMG_,115,116,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0115.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0116.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150057,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,19,Dec,1951,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0115.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0116.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,170,118",IMG_,117,118,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0117.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0118.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150058,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,20,Dec,1951,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0117.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0118.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,190,120",IMG_,119,120,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0119.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0120.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150059,1,male,USA,Florida,N/A,Archbold Biological Station,N/A,N/A,N/A,N/A,27,10,60,N,81,20,54,W,N/A,28,Apr,1975,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0119.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0120.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,210,122",IMG_,121,122,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0121.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0122.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150046,1,female,USA,Florida,N/A,Largo,Pinelias Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,N/A,N/A,N/A,"Dow, L. C.",N/A,FLMNH,valid,probable data',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0121.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0122.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,230,124",IMG_,123,124,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0123.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0124.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150060,1,female,Belize,Toledo,CHECKED,Pueblo Viejo,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,45097,Aug,1997,"Lau, A. B.",N/A,FLMNH,valid,emerged 9/1997',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0123.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0124.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,250,126",IMG_,125,126,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0125.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0126.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150061,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,26,Jun,1949,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0125.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0126.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,270,128",IMG_,127,128,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0127.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0128.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150062,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,2,Jul,1949,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0127.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0128.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,290,130",IMG_,129,130,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0129.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0130.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150063,1,female,USA,Florida,N/A,Miami,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,20,Dec,1951,"Grimshawe, F. M.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0129.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0130.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,310,132",IMG_,131,132,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0131.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0132.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150064,1,male,USA,Florida,N/A,Archbold Biological Station,N/A,N/A,N/A,N/A,27,10,60,N,81,20,54,W,N/A,28,Apr,1975,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0131.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0132.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230623,Kailee Stover,20230623,FLMNH-MGCL,"1,330,134",IMG_,133,134,.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0133.JPG,Battus polydamas/Kailee Stover/20230623/IMG_0134.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150065,1,male,USA,Florida,N/A,Matheson Hammock,Coral Gables,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,27,May,1979,"Smith, D.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0133.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-018/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230623/IMG_0134.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230626,Kailee Stover,20230626,FLMNH-MGCL,"40,005",IMG_,4,5,.JPG,Battus polydamas/Kailee Stover/20230626/IMG_0004.JPG,Battus polydamas/Kailee Stover/20230626/IMG_0005.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1150586,1,male,Country unknown,Not located,N/A,no data,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-002/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230626/IMG_0004.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-002/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230626/IMG_0005.JPG,,,,,,,Yes,N/A,,,,,,
